,img_name,x,y
0,captcha_1_rotated_1.png,46.816017316017366,146.20995670995663
1,captcha_1_rotated_2.png,46.816017316017366,146.20995670995663
2,captcha_1_rotated_3.png,46.816017316017366,146.20995670995663
3,captcha_1_rotated_4.png,46.816017316017366,146.20995670995663
4,captcha_10_rotated_1.png,54.58116883116888,143.99134199134195
5,captcha_10_rotated_2.png,54.58116883116888,143.99134199134195
6,captcha_10_rotated_3.png,54.58116883116888,143.99134199134195
7,captcha_10_rotated_4.png,54.58116883116888,143.99134199134195
8,captcha_100_rotated_1.png,103.39069264069266,192.8008658008657
9,captcha_100_rotated_2.png,103.39069264069266,192.8008658008657
10,captcha_100_rotated_3.png,103.39069264069266,192.8008658008657
11,captcha_100_rotated_4.png,103.39069264069266,192.8008658008657
12,captcha_101_rotated_1.png,142.21645021645023,125.13311688311684
13,captcha_101_rotated_2.png,142.21645021645023,125.13311688311684
14,captcha_101_rotated_3.png,142.21645021645023,125.13311688311684
15,captcha_101_rotated_4.png,142.21645021645023,125.13311688311684
16,captcha_102_rotated_1.png,95.62554112554116,130.67965367965363
17,captcha_102_rotated_2.png,95.62554112554116,130.67965367965363
18,captcha_102_rotated_3.png,95.62554112554116,130.67965367965363
19,captcha_102_rotated_4.png,95.62554112554116,130.67965367965363
20,captcha_103_rotated_1.png,135.5606060606061,106.27489177489171
21,captcha_103_rotated_2.png,135.5606060606061,106.27489177489171
22,captcha_103_rotated_3.png,135.5606060606061,106.27489177489171
23,captcha_103_rotated_4.png,135.5606060606061,106.27489177489171
24,captcha_104_rotated_1.png,134.45129870129875,68.55844155844147
25,captcha_104_rotated_2.png,134.45129870129875,68.55844155844147
26,captcha_104_rotated_3.png,134.45129870129875,68.55844155844147
27,captcha_104_rotated_4.png,134.45129870129875,68.55844155844147
28,captcha_105_rotated_1.png,50.143939393939405,145.1006493506493
29,captcha_105_rotated_2.png,50.143939393939405,145.1006493506493
30,captcha_105_rotated_3.png,50.143939393939405,145.1006493506493
